ls_states,ground_truth,observed_nb
"[458, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",15,0
"[458, 417, 297, 455, 72, 336, 99, 141, 117, 376, 225, 224, 208, 307]",9,0
"[458, 417, 297, 455, 69, 181, 176]",61,12
"[458, 417, 297, 455, 69, 179, 312, 461, 176]",38,5
"[458, 417, 297, 455, 74]",189,7
"[458, 417, 299]",2,1
"[458, 416, 156, 151, 439, 438, 46, 415, 448, 103, 453, 160, 454, 70, 318]",1,0
"[458, 416, 156, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",5,0
"[458, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",8,0
"[458, 416, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",13,1
"[458, 417, 297, 455, 72, 336, 99, 141, 117, 376, 226, 28, 241]",5,0
"[163, 72, 336, 98, 95, 392, 406, 105, 428]",14,4
"[163, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,1
"[163, 71, 401, 451, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,1
"[163, 72, 336, 98, 95, 392, 406, 106, 140, 126, 2, 198]",1,0
"[163, 72, 336, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,3
"[163, 72, 336, 98, 95, 392, 406, 105, 427, 137, 132]",2,0
"[163, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",16,3
"[163, 72, 336, 99, 141, 117, 377]",136,35
"[163, 69, 181, 174, 283, 379, 348, 471, 259]",55,2
"[163, 69, 179, 312, 461, 174, 283, 379, 348, 471, 259]",31,1
"[163, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 321, 497]",59,12
"[163, 69, 179, 312, 461, 174, 283, 379, 348, 471, 258, 479, 486, 488, 321, 497]",30,7
"[163, 69, 181, 174, 283, 379, 347, 59, 68, 255, 488, 321, 497]",26,6
"[163, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 488, 321, 497]",21,7
"[161, 296, 328, 419]",59,6
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 314, 302]",89,7
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 31, 35, 302]",65,6
"[163, 72, 336, 99, 141, 117, 375, 390, 477, 121]",9,0
"[163, 72, 336, 98, 95, 392, 406, 106, 140, 127, 373]",50,11
"[163, 69, 181, 174, 283, 379, 348, 471, 258, 479, 487]",85,21
"[163, 69, 179, 312, 461, 174, 283, 379, 348, 471, 258, 479, 487]",50,9
"[163, 69, 181, 174, 283, 379, 347, 59, 68, 255, 491]",19,4
"[163, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 491]",17,6
"[163, 72, 336, 99, 141, 117, 376, 226, 28, 240, 341, 365]",60,5
"[163, 72, 336, 99, 141, 117, 376, 226, 28, 239, 44]",94,10
"[163, 69, 179, 312, 461, 174, 283, 380, 333, 230, 261, 243, 249]",40,1
"[163, 69, 181, 174, 283, 380, 333, 231, 234, 40]",37,4
"[163, 69, 181, 174, 283, 380, 333, 230, 261, 243, 249]",79,3
"[163, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 253, 250, 40]",10,0
"[163, 69, 179, 312, 461, 174, 283, 380, 333, 230, 261, 242, 247]",10,0
"[163, 69, 181, 174, 283, 380, 333, 230, 261, 242, 247]",35,3
"[163, 69, 179, 312, 461, 174, 283, 380, 333, 231, 234, 40]",33,5
"[163, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",55,8
"[163, 69, 179, 312, 461, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",28,3
"[163, 69, 181, 174, 283, 379, 347, 59, 68, 255, 488, 322]",25,3
"[163, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 488, 322]",18,1
"[163, 71, 401, 452, 143, 150]",114,12
"[163, 71, 401, 451, 104]",96,28
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",49,7
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",75,7
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",9,1
"[161, 296, 328, 418, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",13,2
"[163, 72, 336, 98, 95, 395]",15,1
"[163, 71, 401, 451, 102, 98, 95, 395]",2,0
"[163, 72, 336, 99, 141, 117, 375, 390, 477, 122]",10,0
"[163, 72, 336, 98, 95, 392, 406, 106, 140, 127, 374]",7,2
"[163, 71, 401, 451, 102, 99, 141, 117, 375, 390, 477, 122]",2,0
"[163, 72, 336, 98, 95, 392, 406, 105, 427, 137, 130, 127, 374]",1,0
"[163, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 374]",1,0
"[163, 72, 336, 99, 141, 117, 376, 225, 224, 208, 307]",36,3
"[163, 69, 181, 176]",57,7
"[163, 69, 179, 312, 461, 176]",39,4
"[163, 74]",146,31
"[161, 299]",21,2
"[163, 72, 336, 99, 141, 117, 376, 226, 28, 241]",24,1
"[505, 413, 34, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",2,1
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,0
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 428]",2,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,3
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",3,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",2,1
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",3,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",3,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",3,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",5,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",5,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",8,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 126, 2, 198]",3,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",4,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",29,5
"[505, 413, 34, 32, 238, 167, 236, 231, 233, 348, 472]",23,1
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",56,3
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",17,1
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 472]",96,5
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",44,4
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",25,2
"[505, 413, 34, 32, 238, 167, 236, 231, 233, 348, 471, 259]",18,2
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",78,2
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 259]",16,1
"[505, 413, 33, 400, 242, 245, 39, 15, 321, 497]",124,11
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 497]",35,3
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 497]",14,2
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 497]",10,1
"[505, 413, 33, 400, 242, 245, 38, 251, 255, 488, 321, 497]",18,1
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 497]",18,2
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 166]",14,3
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 166]",11,1
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 166]",5,2
"[505, 413, 34, 32, 238, 168, 467, 166]",11,2
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 166]",23,1
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 298]",38,1
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 298]",23,2
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 298]",18,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 298]",74,3
"[505, 413, 34, 32, 238, 168, 467, 165, 417, 298]",18,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 121]",9,2
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 121]",16,1
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 392, 406, 106, 140, 127, 373]",10,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",20,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",7,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",19,2
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",4,0
"[505, 413, 33, 400, 242, 245, 38, 251, 255, 491]",155,6
"[505, 413, 34, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",7,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",11,1
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",86,3
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",62,1
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 487]",11,1
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 491]",6,0
"[505, 413, 33, 400, 242, 245, 39, 15, 320, 495, 12, 371, 44]",135,13
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 320, 495, 12, 371, 44]",22,1
"[505, 413, 33, 400, 242, 245, 39, 15, 321, 496, 18, 423, 20, 260, 356, 45, 282]",82,18
"[505, 413, 33, 400, 242, 245, 38, 251, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",17,1
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",15,2
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",15,0
"[505, 413, 33, 400, 242, 245, 38, 251, 255, 488, 320, 495, 12, 371, 44]",15,0
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 320, 495, 12, 371, 44]",17,6
"[505, 413, 33, 400, 242, 247]",113,11
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 234, 40]",2,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 234, 40]",2,0
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 230, 261, 243, 249]",6,0
"[505, 413, 33, 400, 243, 249]",223,31
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 234, 40]",3,0
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 234, 40]",2,1
"[505, 413, 33, 400, 242, 245, 39, 17]",139,15
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",12,2
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 322]",6,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",4,0
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",21,5
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 231, 234, 39, 17]",10,1
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",2,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",50,9
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",16,1
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",91,7
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 152]",25,1
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 152]",22,4
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",20,1
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",48,5
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",22,2
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",11,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",34,1
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",9,0
"[503, 268]",196,30
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 395]",3,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 395]",3,0
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 98, 95, 395]",3,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 395]",2,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 395]",4,0
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 395]",3,1
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 395]",3,1
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 99, 141, 117, 375, 390, 477, 122]",4,2
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 375, 390, 477, 122]",7,1
"[505, 413, 34, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",3,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 374]",3,0
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",3,3
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 374]",3,1
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 225, 224, 208, 307]",13,0
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 225, 224, 208, 307]",9,1
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",6,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 99, 141, 117, 376, 225, 224, 208, 307]",5,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",6,1
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",5,0
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 229, 335]",58,11
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 167, 236, 229, 335]",28,5
"[505, 413, 34, 32, 238, 167, 236, 229, 335]",20,6
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 167, 236, 229, 335]",16,3
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 229, 335]",94,15
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",33,3
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",12,1
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",105,18
"[505, 413, 34, 32, 238, 168, 467, 165, 417, 297, 455, 74]",30,4
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 74]",146,25
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 417, 299]",6,1
"[503, 265, 269, 25, 517, 519, 430, 5, 279, 313, 32, 238, 168, 467, 165, 417, 299]",4,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 417, 299]",7,0
"[505, 413, 34, 32, 238, 168, 467, 165, 417, 299]",7,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 299]",7,0
"[505, 413, 33, 400, 242, 245, 39, 15, 320, 495, 12, 371, 43, 241]",11,0
"[506, 300, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 226, 28, 241]",13,1
"[503, 264, 412, 279, 313, 32, 238, 167, 236, 231, 233, 348, 470, 61, 376, 226, 28, 241]",9,1
"[503, 265, 270, 274, 276, 5, 279, 313, 32, 238, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",6,0
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 417, 297, 455, 72, 336, 99, 141, 117, 376, 226, 28, 241]",5,1
"[506, 300, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",6,0
"[503, 264, 412, 279, 313, 32, 238, 168, 467, 165, 416, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",4,0
"[213, 309, 124, 2, 197, 53]",176,27
"[213, 309, 124, 2, 198]",319,47
"[214, 372, 119, 114, 117, 377]",49,7
"[214, 372, 119, 114, 116, 379, 348, 471, 259]",41,11
"[214, 372, 119, 114, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",80,20
"[214, 372, 119, 114, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",19,1
"[214, 372, 119, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",39,6
"[214, 372, 119, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",17,6
"[214, 372, 119, 115, 405, 96, 75, 100, 337, 73]",64,9
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",38,4
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",58,7
"[214, 372, 119, 114, 116, 379, 348, 471, 258, 479, 487]",53,6
"[214, 372, 119, 114, 116, 379, 347, 59, 68, 255, 491]",21,8
"[214, 372, 119, 114, 117, 376, 226, 28, 239, 44]",61,10
"[214, 372, 119, 114, 117, 376, 226, 28, 240, 341, 365]",50,8
"[214, 372, 119, 114, 116, 379, 347, 59, 68, 253, 250, 40]",13,2
"[214, 372, 119, 114, 116, 380, 333, 231, 234, 40]",47,16
"[214, 372, 119, 114, 116, 380, 333, 230, 261, 243, 249]",75,14
"[214, 372, 119, 114, 116, 380, 333, 230, 261, 242, 247]",26,6
"[214, 372, 119, 114, 116, 379, 347, 59, 68, 255, 488, 322]",7,1
"[214, 372, 119, 114, 116, 379, 348, 471, 258, 479, 486, 488, 322]",22,0
"[214, 372, 119, 114, 117, 376, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 493, 322]",3,0
"[214, 372, 119, 114, 117, 376, 226, 28, 239, 41, 358, 370, 14, 493, 322]",16,2
"[214, 372, 119, 114, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 22, 383, 493, 322]",2,0
"[214, 372, 119, 114, 117, 376, 226, 28, 239, 41, 358, 370, 14, 494, 64]",7,0
"[214, 372, 119, 114, 117, 376, 226, 28, 240, 341, 362, 11, 41, 358, 370, 14, 494, 64]",2,0
"[214, 372, 119, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",45,7
"[214, 372, 119, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",19,2
"[214, 372, 119, 115, 405, 96, 76, 339, 94]",71,11
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",30,6
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",8,0
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",6,3
"[214, 372, 119, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",47,6
"[213, 309, 124, 1, 128, 139, 107]",251,27
"[213, 311]",221,11
"[216, 303, 323, 194, 196, 217, 307]",376,72
"[214, 372, 119, 114, 116, 380, 335]",59,11
"[214, 372, 119, 115, 405, 96, 75, 100, 338]",40,4
"[214, 372, 119, 115, 405, 96, 75, 99, 142]",41,5
"[214, 372, 119, 114, 116, 378, 182, 178]",10,0
"[214, 372, 119, 115, 405, 96, 76, 339, 92, 103, 453, 160, 454, 70, 318]",2,0
"[214, 372, 119, 115, 405, 96, 75, 100, 337, 70, 318]",9,0
"[214, 372, 119, 114, 117, 376, 226, 28, 241]",521,72
"[6, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",16,0
"[6, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",1,0
"[6, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",39,4
"[6, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 198]",2,1
"[6, 49, 56, 408, 62]",176,9
"[6, 49, 58]",91,15
"[8, 488, 321, 497]",189,23
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",19,1
"[8, 490, 254, 60, 346, 380, 334, 237, 469, 168, 467, 166]",89,13
"[6, 49, 57, 480, 254, 60, 346, 380, 334, 237, 469, 168, 467, 166]",41,3
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 73]",156,34
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 92, 103, 453, 160, 454, 73]",1,0
"[6, 49, 56, 409, 225, 223, 389, 115, 405, 96, 75, 100, 337, 73]",4,1
"[8, 490, 253, 250, 36, 246, 244, 502, 399, 35, 302]",207,33
"[6, 49, 57, 480, 253, 250, 36, 246, 244, 502, 399, 35, 302]",94,22
"[6, 49, 56, 408, 61, 375, 390, 477, 121]",88,5
"[6, 49, 56, 409, 225, 223, 390, 477, 121]",3,0
"[8, 488, 320, 495, 12, 371, 44]",122,8
"[8, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",82,9
"[8, 490, 253, 250, 40]",216,32
"[6, 49, 57, 480, 253, 250, 40]",100,12
"[8, 488, 322]",114,24
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",18,7
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",142,37
"[6, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",4,1
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 94]",150,11
"[6, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 94]",4,0
"[8, 490, 253, 250, 36, 246, 244, 502, 399, 34, 30, 315, 277, 411, 268]",33,8
"[8, 490, 254, 60, 346, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",60,17
"[8, 490, 254, 60, 346, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",44,7
"[6, 49, 57, 480, 254, 60, 346, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",21,1
"[6, 49, 57, 480, 253, 250, 36, 246, 244, 502, 399, 34, 30, 315, 277, 411, 268]",20,3
"[8, 490, 253, 250, 36, 246, 244, 502, 399, 34, 30, 315, 278, 4, 275, 272]",17,1
"[6, 49, 57, 480, 254, 60, 346, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",24,2
"[6, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",20,4
